"RMH Micronics Technologies Pvt Ltd 
"," No.12/3-7, Gover Rd, Cox Town",560005, IT-Software Services
"Renaissance Technologies Pvt. Ltd 
"," 19, P&T Colony, R.T Nagar",560032, IT-Software Services
"Qutra Software Solution Pvt Ltd 
"," No. 822, 2nd Fl, Asra Point, 80 Ft Rd, Koramangala, 8th Block",560095, IT-Software Services
"Quality Solutions for Information Technology Pvt. Ltd. 
"," A-806 & 807, 8th Floor, Mittal Towers, M.G. Road",560001, IT-Software Services
"Quadyne Technologies Pvt Ltd 
"," 15, Padma Complex, 2nd Floor,Kothnur main road,JP Nagar 7th Phase (OPP. RBI Layout)",560078, IT-Software Services
"Proteans Software Solutions 
"," 30/3, Jakkasandra 1st Block,Sarjapur Main Road",560034, IT-Software Services
"Proland Software 
"," 5th Floor, Block - 1, Shankaranarayana Building, #25, M.G.Road",560001, IT-Software Services
"Processor Systems India Pvt Ltd 
"," 24, Classic Building,Richmond Road",560025, IT-Software Services
"Pristine Communications Pvt Ltd 
"," 57, 2nd Floor, Jayalakshmi Chambers,Residency Road,",560025, IT-Software Services
"Pepper Square 
"," 71 first floor, 100 feet ring road, jp nagar 6th phase",560078, IT-Software Services
"Orizin Technologies Pvt Ltd 
"," No.N-2, 3rd Floor,LIC Row Houses, 24th Main Road, J.P.Nagar 1st Phase",560078, IT-Software Services
"Orchid Informatics.com 
"," #598, 5 th Cross, 17 th Main, 4 th Block Koramangala",560034, IT-Software Services
"OneAPPS Enterprise Technologies Pvt Ltd 
"," 139, 4th Floor, Unit 510, Oxford Towers",560008, IT-Software Services
"Omnicell Corporation (India) Pvt Ltd 
"," 743, 15th Cross, 100ft Road, Ring Road ,6th Phase, J P Nagar",560078, IT-Software Services
"Nutech Software Solutions Pvt Ltd 
"," 53,Opp.ING Vysya Bank, Dinnur Main Road",560032, IT-Software Services
"NetiApps Software Pvt Ltd 
"," #33, Marappa Building, St Thomas Town PO, Aravind Nagar",560084, IT-Software Services
"Mycrone Data Systems 
"," No.39, HMT Main Road, 1st Phase,Gokula",560054, IT-Software Services
"MindSync Interactive 
"," 30, 3rd Floor, Service Road, Domlur Layout",560071, IT-Software Services
"Midwest Infotech 
"," 70,Kanakapura Main Road, J.P.Nagar 6th Phase",560078, IT-Software Services
"MicroGenesis CADSoft Pvt. Ltd. 
"," 522, 33rd Cross, Jayanagar  4th Block",560011, IT-Software Services
"Metalearn Services Pvt Ltd 
"," Nagaprabha Chambers, 213 to 217,3rd Main, 4th Cross,Chamrajpet,",560018, IT-Software Services
"Manthan Software Services Pvt ltd 
", 40/4 Lavelle Road,560001, IT-Software Services
"Leo Global technologies 
"," # 49, Munnekolala,Marathahalli,",560037, IT-Software Services
"Lenita India Pvt Ltd 
"," 8,2nd floor,100ft ring road,BTM nd Stage Near water tank",560076, IT-Software Services
"Laavanya Technologies 
"," #470,39th C Cross,9th Main,5th Block, Jayanagar",560041, IT-Software Services
"Konnect Infotech 
"," Behind Shanthisagar,Marenahalli, JP Nagar 2nd Phase,",560078, IT-Software Services
"KEYSOFT Solutions Pvt Ltd 
"," No. 2353/1-4, Dolphin, 3rd Floor, Hennur Main Road, Opp. Berrys Apartments, Kacharakanhalli",560046, IT-Software Services
"K2 Software Technologies Ltd 
"," 74, 1st Cross, Malleshpalaya, Vignana Nagar",560074, IT-Software Services
"iQuest Infotech 
"," 8/7, 1st Cross, 24th Main,II Phase JP Nagar",560078, IT-Software Services
"Ion Solutions 
"," #11, Second Floor,9th Cross, Near Indira Gandhi Circle,JP Nagar 1st Phase",560078, IT-Software Services
"Instance Software Solutions 
"," Instance Home, #11, 9th cross Lakshmi Layout, Marathahalli",560037, IT-Software Services
"Innomedia Technologies Pvt Ltd 
"," 7B/ 7C 4th Flore, Umi Yasentech Building, Sadar Mangla, Ind. State, Whitefield",560008, IT-Software Services
"Infinite Solutions 
"," # 654/2,Ramaswamy Palya Extension,Banaswadi Mainroad,",560033, IT-Software Services
"Indenture Technologies 
"," No.72, 24th  A  Main 3rd Cross,2ndPhase - J.P Nagar",560078, IT-Software Services
"Incture Technologies Pvt Ltd 
"," 249, Bellandur Junction,Outer Ring Road,",560103, IT-Software Services
"In4velocity Systems 
"," No. 60, Adarsh Regent,4th Floor, 100 Ft. Ring Road,Domlur Extn.",560071, IT-Software Services
"ICGC Software Technologies Pvt Ltd 
"," #27, Old Madras Road, Near Trinity Circle, Off M.G. Road",560008, IT-Software Services
"HBI Software Pvt. Ltd 
"," W305, Sunrise Chambers,22, Ulsoor Road",560042, IT-Software Services
"Hasten Technologies Pvt Ltd 
"," #155, 6th Main, 2nd Stage, 2nd Phase, Mahalaxmipuram",560086, IT-Software Services
"Guruji.com Software Pvt Ltd 
"," # 3J, 2nd Floor N A Chambers, 3rd Cross, 7th  C  Main, 3rd Block, Koramangala",560034, IT-Software Services
"GreenChip Software Solutions 
"," 192/3,2nd floor,1st main Road, Janatha colony, Jakkasandra Main Road,Koramangla 1st Block",560034, IT-Software Services
"Glow Networks Pvt Ltd 
"," 775/A, 1 st Floor, SGR Complex, Banashankari, 3 rd Stage",560085, IT-Software Services
"Globus Systems 
"," 152, 4th cross,6th Main,JP Nagar ,3rd phase",560078, IT-Software Services
"Globalizeme 
"," No. 2033, 16th Main, 1st Cross,H.A.L. 2nd Stage,Indira nagar",560038, IT-Software Services
"Global I Max Technologies 
"," #89/1, 1st Floor, 1st Main,M.S. Ramaiah Main Road",560054., IT-Software Services
"Global Enterprise Infotech Solutions 
"," B7-B9, Gem Plaza,# 66, Infantry Road,",560001, IT-Software Services
"Friendly Advanced Software Technology Pvt Ltd 
"," 169/53, 14th Main Road, 1st Block, East Jayanagar",560011, IT-Software Services
"Fomax Information Technologies Pvt Ltd 
"," 172, 1st Floor, 9th Main, 7th Sector, HSR Layout",560034, IT-Software Services
"Flash Infotech Pvt Ltd 
"," #89, 1st Main Road, 1st Stage, 1st Phase, Gokula",560054, IT-Software Services
"FirstApex Software Technologies Pvt Ltd 
"," 420, 4th Block, 100 Feet Road,",560034, IT-Software Services
"First Legion Consulting Pvt Ltd 
"," #1, 3rd Floor, Vanushrae, Brindavan Nagar, Opp.J.P. Park, Mathikere",560054, IT-Software Services
"Excelpoint Systems Pvt Ltd 
"," Post Box: 8021, 508 Oxford Towers, Airport Road",560008, IT-Software Services
"Evangelsoft Pvt Ltd 
"," #34/4, 1st Floor, Channasandra, Near RNSIT College, Kengeri-Uttarahalli Main Road",560061, IT-Software Services
"ESQUBE Communication Solutions Pvt Ltd. 
"," Nakshatra 90-91 AECS 2nd Stage,Opp. Ramana Maharshi Heritage Center,RMV 2nd PO, Nagashettyhalli",560094, IT-Software Services
"eSpark Infotech Pvt Ltd 
"," # 752,1st Floor,5th Main, Modi Hospital Road,Mahalakshmi Puram Rajajinagar",560086, IT-Software Services
"Envision Financial Systems 
"," 747, 4th Block, 80 Feet Road,Koramangla,",560034, IT-Software Services
"EMC Corporation Ltd 
"," Tower B, Bannerghatta Road",560029, IT-Software Services
"ELOGIC Technologies Pvt Ltd 
"," 1, 2nd Floor, 100 Ft. Ring Road, Kathriguppe,Banashankari III Stage",560085, IT-Software Services
"Edurite Technologies Pvt Ltd 
"," TECH PARK, PESIT Campus, 100 feet Ring Road, Banashankari III Stage",560085, IT-Software Services
"eCosmos Solutions Pvt Ltd 
"," 7th Floor, A1 Tower, Golden Enclave, Airport Road",560017, IT-Software Services
"eConcept Technologies 
"," #865, Subbareddy Farm,Behind Tulasi Theatre,Marthalli,",560037, IT-Software Services
"EchoLogix 
"," 40/7, 2nd Floor, Sri Sai Complex, m.s.r.e. College Road",560054, IT-Software Services
"EAFT Technologies Pvt Ltd 
"," No 562, 1st Mn,1st Crs, Rmv Extension 2nd Stage",560094, IT-Software Services
"E novy IT Services Ltd 
"," 3rd Flr, Chikmanahalli, Opp To Indian Bank, New Bel Rd, New Bel Road",560054, IT-Software Services
"Diksha Technologies Pvt Ltd 
"," Suit No.508, Flat No 14, 5th Floor ,H.M.Geneva House, Cunningham Road",560052, IT-Software Services
"DigiNet Software and Communications Ltd 
"," # 7-10 Ground Floor, Gold Towers, 50, Residency Road",560025, IT-Software Services
"Dhruva Infotech Pvt Ltd 
"," 67, 4th Main, 1st Cross, Domlur 2nd Stage",560071, IT-Software Services
"Dhithi Infoserve Pvt Ltd 
"," # 42/1, 1st Floor, 2nd Cross, 2nd Block,Koramangala",560038, IT-Software Services
"CueFlux Technologies Pvt Ltd 
"," No.104, Amarjyothi Lyt, Domlur",560071, IT-Software Services
"Cosmic Internet Technologies Solutions Pvt Ltd 
"," 155, 6th Main, 2nd Stage, 2nd Phase, Mahalaxmipuram",560086, IT-Software Services
"Cordac Software Solutions 
"," # 737 ,Dr RajKumar Road ,6th Block Rajajinagar",560010, IT-Software Services
"Compusol Software Pvt Ltd 
"," 28, P.T. Street, Southend Circle, Basavanagudi",560004, IT-Software Services
"Clockwork Business Solutions Pvt Ltd 
"," 115/48, 2nd floor, Sri Kanva Pride, East End C Main Road, Jayanagar 9th Block",560069, IT-Software Services
"Clickseva Live Customer Service 
"," 337 Raheja Arcade, Koramangala",560095, IT-Software Services
"CircleSource 
"," G M Arcade, 1st Floor,58, Industrial Layout,5th Block, Koramangala,",560095, IT-Software Services
"Cinova Software Solutions 
"," # 657, 1st floor, 11th cross,7th main, Mico layout,BTM 2nd stage,",560076, IT-Software Services
"Celstream Technologies Pvt Ltd 
"," Prestige Blue Chip, Block II,9, Hosur Road",560029, IT-Software Services
"Ceacon Informatics 
"," #6,11thMain,4th Block, Jayanagar",560011, IT-Software Services
"Caddons Computer Services Pvt Ltd 
"," No. 3550, K.R. Road, BSK II Stage,",560070, IT-Software Services
"BRISKON Software Consulting Pvt Ltd 
"," # 410, B Wing, Mittal Tower, M. G. Road",560001, IT-Software Services
"BOB Technologies 
"," 3/4, Mauthi Towers, nd Floor, Hosur Main Road, Madiwalla",560068, IT-Software Services
"Baynet Technologies 
"," Second Floor , MTK Reddy Complex,Near Marathahalli Bridge, Marathahalli",560037, IT-Software Services
"Base2 Infotech 
"," 54/1, Ist Floor, Basappa Road, Shanthi Nagar",560027, IT-Software Services
"BangaloreIT.Co.in 
"," 138, Annapurna,2nd Main, 2nd Stage, Domlur,Indiranagar, Near Kalki temple",560038, IT-Software Services
"AXCEND Automation & Software Solutions P Ltd 
"," Brigade Manae Court, 111 Ground Floor, Off. Forum Mall, Hosur Road",560095, IT-Software Services
"Aryah Software Solutions Pvt Ltd 
", 1002 Bare Kama 1st Flor 17th Indiranagar 2nd stag Banglalore 38,560038, IT-Software Services
"Aryaan Solutions 
"," Shirdi Sai Baba Temple Road, Cambridge Layout",560008, IT-Software Services
"Aruba Networks India Pvt Ltd 
"," 17 Du Parc Trinity, 4th Floor, M.G.Road",560001, IT-Software Services
"Arcadix Infotech Pvt Ltd 
"," 2B, 5/1 Rich Homes,Richmond Road,",560025, IT-Software Services
"Analytica India Private Ltd. 
"," #307,  Oxford House , IRustum Baug Main Road,Off.Airport Road,Ind Floor,",560017, IT-Software Services
"Aliment Software Technologies Pvt Ltd 
"," 101, 2nd Cross, New Byappanahalli Extn., Indiranagar Post",560038, IT-Software Services
"AEC Infotech Pvt Ltd 
"," No 135,9th Flr,brigade Tower, Brigade Road",560025, IT-Software Services
"ADPS Software Solutions Pvt Ltd 
"," 287, 6th Main, 15th A Cross Sector-6, HSR Layout",560034, IT-Software Services
"Adel Systems 
"," 573, 11th Main Road, 5th Block,Jaya Nagar,",560041, IT-Software Services
"Acto Information System India Pvt Ltd 
"," 3F, Crescent Court, 8, Crescent Road",560001, IT-Software Services
"4am Design and Technology Labs Pvt Ltd 
"," 35, 2nd Cross, 10th Main",560038, IT-Software Services
"3S Technologies 
"," 42, 7th Main Road, N.S.Palya, BTM 2nd Stage",560076, IT-Software Services
"3 Segment Technologies Pvt Ltd 
"," 8, 1st floor, Webster road, Near axis bank, Cox town",560005, IT-Software Services
"ZapApp India Pvt Ltd 
"," Level G & 1, Explorer Building , International TechPark, Whitefield Road",560066, IT-Software Services
"Yodlee Infotech Pvt Ltd 
"," 1st Floor, Mercury (2B) Block, Prestige Technology Park, Sarjapura-Marathahalli Ring Road, Kadabesanahalli Village, Varthur Hobli",560087, IT-Software Services
"Wyse Technology Software Development India P Ltd 
"," Sigma Soft Tech Park,Gamma Tower  8th Floor,7 Whitefield Main Road",560066, IT-Software Services
"Vox Spectrum Ltd 
"," Vox Spectrum House, No 65, Cockburn Road, Bamboo Bazar, Shivajinagar",560051, IT-Software Services
"Visual Web Solutions Pvt Ltd 
"," #104, First Floor, Prestige Omega EPIP Zone, Whitefield",560066, IT-Software Services
"Vignani Technologies Pvt Ltd 
"," 101, Ajay Tower, 4th B Cross, 5th Block, Koramangala Industrial Area",560095, IT-Software Services
"Versimo Networks Pvt Ltd 
"," 186/2 Hosur Road, Tapasvi Arcade 1st Stage, 1st Phase, BTM Layout",560068, IT-Software Services
"Venture SoftTech India Pvt Ltd 
"," 956, 1st Floor, 16th Main Road, BTM 2nd Stage",560076, IT-Software Services
"Vennar Soft Systems Pvt Ltd 
"," 98/A, 30th Cross, 7th Block,Kanakapura Rd, Jayanagar",560082, IT-Software Services
"USi Internetworking Solutions Pvt Ltd 
"," Salarpuria Softzone, Block A, Ground Floor, Survey No 80/1, 81/1 and 81/2, Bellandur Village, Varthur Hobli",560037, IT-Software Services
"U & V Technologies Pvt Ltd 
"," 297, 19th D   Main, 1st N  Block, Rajajinagar",560010, IT-Software Services
"Trilogy E Business Software India Pvt Ltd 
", No 10 Ozon 4th Floor 3rd main Ashwani Layout Ejaipura Bangalore,560029, IT-Software Services
"Tricon Infotech 
"," No 5, AVS compound, 4th Block Koramangala",560095, IT-Software Services
"Trianz Consulting Pvt Ltd 
"," 165/2, 6th Floor, Kalyani Magnum,Doraisani Palya, IIM Post, Bannerghatta Road,",560076, IT-Software Services
"Torry Harris Business Solutions 
"," # 71, Ground Floor, Sona Towers,",560052, IT-Software Services
"Tomax India Software Pvt Ltd 
"," 901 & 902, The Estate, 9th Floor,121, Dickenson Road",560042, IT-Software Services
"TES Electronic Solutions 
"," #65, 35th Main, BTM 2nd Stage, 100ft Ring Road",560068, IT-Software Services
"Tejas Software Inc (eRiva ) 
"," #123 / 30, 1st Main Road Rajaji Nagar Industrial Town",560044, IT-Software Services
"Technologia Etisalat Software Solutions Pvt Ltd 
"," Unit No.501 & 502,rmz Infinity,5th Flr, Bennaganahalli, Old Madras Road",560038, IT-Software Services
"Tavas Infotech Pvt Ltd 
"," #15-17, Chambers Building, Outer Ring Road",560043, IT-Software Services
"Tarang Software Technologies Ltd 
"," Tarang Towers,#400/2, Whitefield Road,Hoody",560048, IT-Software Services
"Synplicity Software India Pvt Ltd 
"," Unit 192, 7th Floor, ITPL Whitefield",560066, IT-Software Services
"Synopsys (India) EDA Software Pvt Ltd 
"," Tower A, 4th & 5th Floor,",560016, IT-Software Services
"Symphony Service Corp. Pvt Ltd 
"," Symphony Innovation and Excellence Center, Outer Ring Road, Varthur Hobli",560087, IT-Software Services
"Sylantro Software India Pvt Ltd 
"," 1st Floor, Uma Admiralty, No.1, Bannerghatta Road",560029, IT-Software Services
"Surisoft .NET Technologies Pvt Ltd 
"," 745, 2nd Floor, 10th Main, 3rd Stage, 3rd Block, Basaveshwar Nagar",560079, IT-Software Services
"SupportSoft India Pvt Ltd 
"," Tower B 5thDiamond District, Airport Road",560008, IT-Software Services
"Stratify India Pvt Ltd 
"," Diamond District, A Tower, Airport Road, Kodihalli",560008, IT-Software Services
"Sterling Commerce 
"," 4/1, IBC Knowledge Park,",560029, IT-Software Services
"SRA India Pvt Ltd 
"," 80, EPIP Industrial Area, Whitefield",560066, IT-Software Services
"Spider Logic India Pvt Ltd 
"," 4085A, 2nd Floor, 5th C Main, K. R. Road Banashankari 2nd Stage",560082, IT-Software Services
"SONOA Networks Pvt Ltd 
"," #309, 100 Ft. Road,Indiranagar",560038, IT-Software Services
"SonicWall Inc 
"," 4th Floor, Wing A, Office 1, Salarpuria Softzone, Varthur Hobil,outer Ring Rd, Bellandur Gate",560034, IT-Software Services
"SolidWorks Software Pvt Ltd 
"," Regus , Level 14 & 15 ,UB City ,No. 1 Vithal Mallya Road",560001, IT-Software Services
"Software Pundits India Pvt Ltd 
"," No.1103, Prestige Meridian 2, 11 th Floor, M G Road",560001, IT-Software Services
"Software Ag India Pvt Ltd 
"," Unit No, 501, Campus 1B, RMZ Ecospace Business Park, Bellandur",560103, IT-Software Services
"SOBIS Software (India) Pvt Ltd 
"," #10/1, Lakshmi Narayana Complex, 4th Floor, Palace Road",560052, IT-Software Services
"Skelta Software Pvt Ltd 
"," 2nd Floor, Salarpuria Touchstone,Sarjapur Outer Ring Road",560087, IT-Software Services
"Sirius Connect Pvt Ltd 
"," 504,40th Cross,Jayanagar 8th Block",560070, IT-Software Services
"Silver Software Systems Pvt Ltd 
"," No.23 & 24, Epip, Kiadb, 1st Phase, Whitefield",560066, IT-Software Services
"SiliconEdge Technologies 
"," 72/A,3rd Floor, Chamundi Arcade29th Cross, 2nd Block, Rajajinagar,",560010, IT-Software Services
"Serena Software 
"," 1101-1102, Prestige Meridian-I,29 M.G.Road",560001, IT-Software Services
"Semantic Solutions India Pvt Ltd 
"," No.17, 100ft Ring Road, Vysya Bank Clny, Btm Layout",560076, IT-Software Services
"Sarayu Softech Pvt Ltd 
"," 562/640, Bilekehalli Bannerghatta Road",560076, IT-Software Services
"SANYO LSI Technology India Pvt Ltd 
"," Unit 03, Level 08, Discoverer Block, International Tech Park, Whitefield Road",560066, IT-Software Services
"Sanovi Technologies (India) Pvt Ltd 
"," 186/2, 3rd Floor, Tapaswiji Arcade,  BTM Layout 1st Stage,  Hosur Road",560076, IT-Software Services
"Samsung India Software Operations Pvt Ltd 
"," Bagmane Lake View,  Block - B ,66/1, Bagmane Tech Park, Byrasandra,C.V. Raman Nagar, Byrasandra",560093, IT-Software Services
"Sagar Infoscribe (India) Pvt Ltd 
"," No.2/5,4th MN RD, Tata Silk Farm, NR Yediyur Lake, Yediyur,",560082, IT-Software Services
"SAFRAN Aerospace India Pvt.Ltd  (SAFRAN) 
"," CSRIE, # 32 Grape Garden - 17th H Main Road - VI Block Koramangala",560095, IT-Software Services
"Robust Designs India Pvt Ltd 
"," 2nd Floor, East Wing, Sona Towers,Miller Road",560064, IT-Software Services
"Robert Bosch India Ltd 
"," 123, Industrial Layout,Hosur Road ,Koramangala",560095, IT-Software Services
"RMI Technologies India Pvt. Ltd 
"," # 34 , 2nd Floor, 1st Main,JP Nagar, 3rd. Phase",560078, IT-Software Services
"RelQ Software Pvt Ltd 
"," 47/1 , 9th Cross 1st Main ,  Sri Krishna Arcade , J P Nagar , 3rd Phase",560078, IT-Software Services
"RedPrairie 
"," 948, Gayathri Chambers, 1st and 2nd Floors,24th Main Road, J P Nagar, II Phase",560078, IT-Software Services
"RedIye Solutions Pvt Ltd 
"," #147K, 12 Main,Koramangala 3rd Block,",560034, IT-Software Services
"ReadiMinds Systems & Services (India) Pvt Ltd 
"," 87/26,  Sarfarazi, Ist Floor, Richmond Town",560025, IT-Software Services
"RCS Technologies 
"," No.20/2,4th Blk, 80ft RD, Koramangala",560034, IT-Software Services
"Raffles Solutions Pvt Ltd 
"," 8th Floor, The Estate, 121, Dickenson Road",560042, IT-Software Services
"Qwest Telecom Software Services Pvt Ltd 
"," Salarpuria Hallmark, Block B, I & II Floor, 002 B Wing Survey No. 15/3 & 16, Kadubeesana Halli, Varthur Hobli",560087, IT-Software Services
"QuickLogic Software India P Ltd 
"," 2&3, Jeevan Bhima Nagar Main Road, HAL III Stage",560075, IT-Software Services
"Quest Software India Pvt Ltd 
"," Regus Business Center, Prestige Omega  2, No: 104, EPIP Zone, White Field",560066, IT-Software Services
"Quality Engineering and Software Technologies, Inc (Quest) 
"," Quest Towers, No. 55 Whitefield Main Road, Mahadevpura",560066, IT-Software Services
"Pulse Core Semiconductor India Pvt Ltd 
"," Consulate 1, No.1, Richmond Road",560025, IT-Software Services
"PointCross 
"," Varsav Plaza, 12, Jayamahal Main Road,",560046, IT-Software Services
"Perot Systems TSI India Ltd 
"," Plot No.123, Shivalaya, EPIP Phase 2, Whitefield Industrial Area",560066, IT-Software Services
"PeerMe Software Technology Pvt Ltd 
"," 37, J Block, Kuramangala Layout, division Number 6, 8C Main Road",560034, IT-Software Services
"Osprosys Software P Ltd 
"," No.146, 4th & 5th Floors,Gopal Tower,Ramaiah Street, Kodihalli, Airport Road",560008, IT-Software Services
"Optis Information Service Pvt Ltd 
"," No.10, 1st Floor, 100 Feet Ring Road, BTM Layout,1st Stage",560068, IT-Software Services
"ObjectWin Technology India Pvt Ltd 
"," Kalyani Magnum IT Park,  A  Wing, #165/2, 6th Floor, Doraisani Palya, IIM Post ,Bannerghatta Road, JP Nagar 7th Phase",560011, IT-Software Services
"Novell Software Development India Pvt Ltd 
"," 65/2, Lourel T Block, Basmani Tec Park, C B Raman Nagar",560093, IT-Software Services
"Nichi In Software Solutions Pvt Ltd 
"," 1060, Lalithadri, 25th Main, 15th Cross, Banashankari II Stage",560070, IT-Software Services
"NextLinx India Ltd.(Management Dynamics Inc) 
"," No.11, Niton, Palace Road",560052, IT-Software Services
"Neural Technologies Ltd 
"," Sree Sai Amrutham, 1481, 2nd Floor, South End ""B"" Cross, 28th Main Road, 9th Block, Jayanagar",560069, IT-Software Services
"Netsoft Microsystems 
"," # 2448, 17 E Cross, 5 Main,Banashankari Second Stage",560070, IT-Software Services
"NetContinuum Pvt Ltd 
"," 93/A 4th B Cross, 5th Block, Koramangala",560095, IT-Software Services
"neoIT Pvt Ltd 
"," No.16 , 5th Floor , Pheonix Tower , Museum Road",560025, IT-Software Services
"NDS Services Pay TV Technology Private Ltd 
"," #9, Asford Park View80 Feet Road,III Block Koramangala,,",560034, IT-Software Services
"NDS India 
"," NDS Services Pay TV Technology Pvt. Ltd,9",560034, IT-Software Services
"NCMR Technologies Pvt Ltd 
"," Crystal Plaza, 9-11, Bhuvanappa Layout, Hosur Road",560029, IT-Software Services
"Mpower Labs Pvt Ltd 
"," 42, Nandi Durg Road, Next to Neeladri Mahal Apartments",560042, IT-Software Services
"Motive Communications India Pvt Ltd 
"," 146 Prestige Opal,Ground Floor,Infantry Road",560001, IT-Software Services
"MitoKen Solutions Pvt Ltd 
"," # 75/76,1st Cross,Shayadri Layout",560076, IT-Software Services
"Mistral Software Pvt  Ltd 
"," No.60, Adarsh Regent, 100 Ft. Ring Road, Domlur ExtensionDomlur Extension",560071, IT-Software Services
"Mindriver Information Technologies Pvt Ltd 
"," Suite # 512, 4th Floor, Oxford Towers, 139,Airport Road, Kodihalli",560008, IT-Software Services
"Microtech Technologies Inc 
"," 224, 1st Floor, 4th Main, 3rd Cross,",560018, IT-Software Services
"Microsoft Research India Pvt Ltd 
"," Scientia 196/36 2nd Main, Sadashivnagar",560080, IT-Software Services
"Microsense Software Pvt Ltd 
"," 194, Sankey Road, Sadashivanagar",560080, IT-Software Services
"Microchip Technology Design India Pvt Ltd 
"," Plot No. 149-B. EPIP Industrial Area, Whitefield",560066, IT-Software Services
"MetricStream 
"," 1st Floor, Zed square, #92, Jyothi Nivas College Road, Koramangala Industrial Area",560034, IT-Software Services
"MedSphere Technologies Pvt. Ltd. 
"," Ground Flore Building No 18, K E B Layout",560001, IT-Software Services
"Mediatrend IT 
"," No.10,Golden Arch,Osshangansee Road,Next to Sita Bhatija,Richmond Town",560025, IT-Software Services
"Mediasoft Solutions Pvt Ltd 
"," No. 2370, 19th cross, K.R Road Banashankari 2nd stage",560070, IT-Software Services
"Mastermind Software Technology Solution 
"," #301A Kedia Arcade, 92,Infantry Road",560001, IT-Software Services
"Marfic Software Solutions Pvt Ltd 
"," 45 / 6 , 3rd Floor, Leo Shopping Complex, Residency Road Cross,",560025, IT-Software Services
"Mansoft Microsystems 
"," FF10 first floor ,city point,Infantry road, Shivajinager",560001, IT-Software Services
"Manhattan Associates India Centre Pvt Ltd 
"," 172, Epip 2nd Phase, Whitefield",560066, IT-Software Services
"Lisle Technology Partners Pvt Ltd 
"," 1134, 4th Floor, 100 Feet road, HAL 2nd Stage, Indiranagar",560038, IT-Software Services
"LG CNS India Pvt Ltd 
"," Brigade Tech Park, #3rd Floor, B Block, No 134/1, 134/2, Pattandur, Argrahara Village, Whitefield Road",560017, IT-Software Services
"Leading Softech Ltd 
"," 53, S.T Bed Layout,4 th Block, Koramangala",560034, IT-Software Services
"KVG Infotech Pvt Ltd 
"," 82 , 2nd Cross, 24th Main ,J.P.Nagar II nd Phase",500078, IT-Software Services
"Kronos Systems India Pvt Ltd 
"," Regus Millenia, Level 1, Tower BNo.1&2 Murphy Road, Ulsoor ,",560008, IT-Software Services
"Keycer Software Solutions 
"," #737, I Floor, Dr.RajKumar Road,Rajaji Nagar,6th Block",560010, IT-Software Services
"Ketera Software India Pvt Ltd 
"," Level 9, Prestige Obelisk, Kasturba Road",560001, IT-Software Services
"Keane India Ltd 
"," No.18 & 18/1, South End Road Basavanagudi",560004, IT-Software Services
"KBACE Technologies Ltd 
", Frontline Grandeur,560001, IT-Software Services
"Kanrad Technologies Pvt Ltd 
"," Skanda Mansion,#748/41,1st A Main,13th Cross, JSS Circle,Jayanagar 7th Block",560082, IT-Software Services
"July Systems & Technologies Pvt Ltd 
"," No 17/4C, 17/9C,4th Floor Maruthi Chambers , Roopena Agrahara, Hosur Road",560068, IT-Software Services
"John F Welch Technology Centre Pvt Ltd 
"," Plot #122, Export Promotion Industrial Park Phase 2, Hoodi Village, Whitefield Road",560066, IT-Software Services
"Jin Information Systems Pvt Ltd 
"," 3rd Floor, Oxford House, 15 Rustum Bagh Main Road, Airport Road",560017, IT-Software Services
"iTwine Technologies Pvt Ltd 
"," 8, Andree Road, 105",560027, IT-Software Services
"Itreya Technologies Pvt Ltd 
"," Sangeetha Towers, 3, 80 ft. Road, Indiranagar",560038, IT-Software Services
"iTEST Soft 
"," 39, 1ST FLOOR, H.M.R Building(Rear Side), M.S.R.I.T Road,Mathikere",500054, IT-Software Services
"ITC Infotech Ltd 
"," ITC Infotechpark, Pulikeshinagar P.O.",560005, IT-Software Services
"Intuit Technologies 
"," Campus 4A, III Tech Park, (Ecospace), 7th and 8th Floor, Belandur Village, Varthur Hobli , Bangalore East Taluk",560103, IT-Software Services
"Intraco Technology Pvt Ltd 
"," No. 579, 2nd Floor, 11th Main Road, Jayanagar 5th Block",560041, IT-Software Services
"Interwoven Software Services India Pvt Ltd 
"," 99-100, 9th Floor, Prestige Towers, Residency Road",560025, IT-Software Services
"International Tech Park 
"," Ist Floor, Innovator Building, ITPL, Whitefield Road",560066, IT-Software Services
"IntellSys 
"," 23/7,Christa Krupa, 1st Cross, CSI Compound, Lalbagh Road",560027, IT-Software Services
"Integral Development Corp 
"," 5th Floor, Tower C,Diamond District, Airport Road",560008, IT-Software Services
"Integra Micro Software Services 
"," 4, Bellary Road, 12th KM, Jakkur",560064, IT-Software Services
"Infonics Software Pvt Ltd 
"," 1356, Radhesri First Floor, 9th Cross, First Phase, J P Nagar",560078, IT-Software Services
"Induscorp India Pvt Ltd 
"," 26-28, 6th Main , MICO Layout, BTM II Stage",560076, IT-Software Services
"IncRev India Solutions Pvt Ltd 
"," Unit 11, Level 2, Innovator Building,International Tech Park (ITPL)Whitefield Road",560066, IT-Software Services
"Ilantus Technologies Pvt Ltd 
"," #144 & 144/1, Subharam Complex, 5th Floor, Mahatma Gandhi Road",560001, IT-Software Services
"IGS Imaging Services Pvt Ltd 
"," DivyaSree Chambers, #11, A Wing, 7th Floor, O Shaugnessey Road",560025, IT-Software Services
